id,label,description,x,y,weight,cluster
4747,j dermatol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF DERMATOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>DERMATOLOGY</TD></TR></TABLE>",-34.998341,28.879158,54.001000,12
4748,j mach lear,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF MACHINE LEARNING RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>AUTOMATION & CONTROL SYSTEMS<BR>COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE</TD></TR></TABLE>",27.412663,-3.675788,88.909000,9
4749,j nanopar r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF NANOPARTICLE RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, MULTIDISCIPLINARY<BR>MATERIALS SCIENCE, MULTIDISCIPLINARY<BR>NANOSCIENCE & NANOTECHNOLOGY</TD></TR></TABLE>",9.830620,-29.306227,62.369000,13
4750,j nanosci n,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, MULTIDISCIPLINARY<BR>MATERIALS SCIENCE, MULTIDISCIPLINARY<BR>NANOSCIENCE & NANOTECHNOLOGY<BR>PHYSICS, APPLIED<BR>PHYSICS, CONDENSED MATTER</TD></TR></TABLE>",9.970574,-28.516564,121.490000,13
4751,lancet onco,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>LANCET ONCOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ONCOLOGY</TD></TR></TABLE>",-25.028458,25.829133,173.970000,12
4752,metab eng,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>METABOLIC ENGINEERING</TD></TR><TR><TD>Subject category:</TD><TD>BIOTECHNOLOGY & APPLIED MICROBIOLOGY</TD></TR></TABLE>",-22.350587,-4.754902,34.366000,11
4753,mol ecol n,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>MOLECULAR ECOLOGY NOTES</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>ECOLOGY<BR>EVOLUTIONARY BIOLOGY</TD></TR></TABLE>",-36.894055,-22.347778,182.460000,14
4754,nano lett,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>NANO LETTERS</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, MULTIDISCIPLINARY<BR>MATERIALS SCIENCE, MULTIDISCIPLINARY<BR>NANOSCIENCE & NANOTECHNOLOGY</TD></TR></TABLE>",10.520377,-28.409085,1027.800000,13
4755,nonl anal-r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, APPLIED</TD></TR></TABLE>",38.788372,-23.967994,34.063000,8
4756,n am j fish,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT</TD></TR><TR><TD>Subject category:</TD><TD>FISHERIES</TD></TR></TABLE>",-36.997450,-30.917692,89.587000,14
4757,oncologist,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ONCOLOGIST</TD></TR><TR><TD>Subject category:</TD><TD>ONCOLOGY</TD></TR></TABLE>",-25.267807,25.089989,105.370000,12
4758,pancreatolo,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PANCREATOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>GASTROENTEROLOGY & HEPATOLOGY</TD></TR></TABLE>",-22.240857,30.896815,39.694000,12
4759,physica a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",21.930516,-38.571409,406.450000,8
4760,physica b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHYSICA B-CONDENSED MATTER</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, CONDENSED MATTER</TD></TR></TABLE>",12.182925,-31.436602,441.670000,5
4761,physica c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, APPLIED</TD></TR></TABLE>",13.799779,-40.478071,384.100000,5
4762,physica d,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHYSICA D-NONLINEAR PHENOMENA</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, APPLIED<BR>PHYSICS, MATHEMATICAL<BR>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",34.726667,-24.740264,149.080000,8
4763,physica e,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES</TD></TR><TR><TD>Subject category:</TD><TD>NANOSCIENCE & NANOTECHNOLOGY<BR>PHYSICS, CONDENSED MATTER</TD></TR></TABLE>",13.113231,-31.448518,142.460000,5
4764,phys-usp,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHYSICS-USPEKHI</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",15.908415,-37.605971,57.400000,5
4765,public heal,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PUBLIC HEALTH NUTRITION</TD></TR><TR><TD>Subject category:</TD><TD>NUTRITION & DIETETICS<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",-4.411318,20.053834,118.490000,1
4766,qjm,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>QJM-AN INTERNATIONAL JOURNAL OF MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL</TD></TR></TABLE>",-13.450627,24.938377,62.185000,10
4767,samj s afr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>SAMJ SOUTH AFRICAN MEDICAL JOURNAL</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL</TD></TR></TABLE>",0.346694,23.867890,29.692000,12
4768,soils found,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>SOILS AND FOUNDATIONS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, GEOLOGICAL<BR>GEOSCIENCES, MULTIDISCIPLINARY</TD></TR></TABLE>",-7.962608,-47.004164,40.092000,9
4769,surg endosc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-21.425835,32.664782,295.640000,12
4770,virchows ar,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>VIRCHOWS ARCHIV</TD></TR><TR><TD>Subject category:</TD><TD>PATHOLOGY</TD></TR></TABLE>",-27.369916,29.705830,89.047000,12
4771,anal bio ch,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANALYTICAL AND BIOANALYTICAL CHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMICAL RESEARCH METHODS<BR>CHEMISTRY, ANALYTICAL</TD></TR></TABLE>",-9.404387,-15.911144,344.900000,2
4772,antioxid re,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANTIOXIDANTS & REDOX SIGNALING</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>ENDOCRINOLOGY & METABOLISM</TD></TR></TABLE>",-16.436459,6.910858,96.032000,15
4773,anz j surg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANZ JOURNAL OF SURGERY</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-21.522537,32.077088,100.730000,12
4774,arthroscopy,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY</TD></TR><TR><TD>Subject category:</TD><TD>ORTHOPEDICS<BR>SURGERY</TD></TR></TABLE>",-3.972738,50.620649,196.790000,7
4775,biosyst eng,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BIOSYSTEMS ENGINEERING</TD></TR><TR><TD>Subject category:</TD><TD>AGRICULTURAL ENGINEERING</TD></TR></TABLE>",-18.765222,-20.076026,111.370000,2
4776,circ j,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CIRCULATION JOURNAL</TD></TR><TR><TD>Subject category:</TD><TD>CARDIAC & CARDIOVASCULAR SYSTEMS</TD></TR></TABLE>",-14.166480,39.888029,136.620000,10
4777,c r biol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>COMPTES RENDUS BIOLOGIES</TD></TR><TR><TD>Subject category:</TD><TD>BIOLOGY</TD></TR></TABLE>",-37.642192,-20.197259,44.091000,14
4778,c r chim,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>COMPTES RENDUS CHIMIE</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, MULTIDISCIPLINARY</TD></TR></TABLE>",1.266715,-20.227926,60.120000,6
4779,c r geosci,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>COMPTES RENDUS GEOSCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>GEOSCIENCES, MULTIDISCIPLINARY</TD></TR></TABLE>",-20.825152,-45.368834,42.543000,9
4780,c r math,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>COMPTES RENDUS MATHEMATIQUE</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",43.492187,-23.739165,157.010000,8
4781,c r mec,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>COMPTES RENDUS MECANIQUE</TD></TR><TR><TD>Subject category:</TD><TD>MECHANICS</TD></TR></TABLE>",38.407734,-23.341071,36.887000,8
4782,c r phys,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>COMPTES RENDUS PHYSIQUE</TD></TR><TR><TD>Subject category:</TD><TD>ASTRONOMY & ASTROPHYSICS<BR>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",15.878263,-33.823297,35.028000,5
4783,dev cell,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DEVELOPMENTAL CELL</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>DEVELOPMENTAL BIOLOGY</TD></TR></TABLE>",-20.553429,4.973726,251.930000,11
4784,discr c d-b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, APPLIED</TD></TR></TABLE>",38.979497,-23.686972,41.322000,8
4785,epilepsy be,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EPILEPSY & BEHAVIOR</TD></TR><TR><TD>Subject category:</TD><TD>BEHAVIORAL SCIENCES<BR>CLINICAL NEUROLOGY<BR>PSYCHIATRY</TD></TR></TABLE>",3.804294,38.156028,88.135000,4
4786,eur j nu me,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING</TD></TR><TR><TD>Subject category:</TD><TD>RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING</TD></TR></TABLE>",-15.229634,37.692358,156.450000,12
4787,funct pl bi,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>FUNCTIONAL PLANT BIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-27.515322,-15.606314,65.746000,14
4788,ieee wire c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>IEEE WIRELESS COMMUNICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, HARDWARE & ARCHITECTURE<BR>COMPUTER SCIENCE, INFORMATION SYSTEMS<BR>ENGINEERING, ELECTRICAL & ELECTRONIC<BR>TELECOMMUNICATIONS</TD></TR></TABLE>",26.301650,-7.318866,98.028000,9
4789,indoor air,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>INDOOR AIR</TD></TR><TR><TD>Subject category:</TD><TD>CONSTRUCTION & BUILDING TECHNOLOGY<BR>ENGINEERING, ENVIRONMENTAL</TD></TR></TABLE>",-2.646451,2.474760,54.176000,2
4790,j environ s,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF ENVIRONMENTAL SCIENCES-CHINA</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES</TD></TR></TABLE>",-13.770349,-27.099065,34.103000,2
4791,j oceanogr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF OCEANOGRAPHY</TD></TR><TR><TD>Subject category:</TD><TD>OCEANOGRAPHY</TD></TR></TABLE>",-30.302267,-37.234291,36.562000,9
4792,j spina d t,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF SPINAL DISORDERS & TECHNIQUES</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>ORTHOPEDICS</TD></TR></TABLE>",-4.816200,45.261363,67.624000,7
4793,lancet in d,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>LANCET INFECTIOUS DISEASES</TD></TR><TR><TD>Subject category:</TD><TD>INFECTIOUS DISEASES</TD></TR></TABLE>",-31.961518,12.815899,152.970000,12
4794,macromol re,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>MACROMOLECULAR RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>POLYMER SCIENCE</TD></TR></TABLE>",8.683017,-22.955926,31.302000,13
4795,qual sa h c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>QUALITY & SAFETY IN HEALTH CARE</TD></TR><TR><TD>Subject category:</TD><TD>HEALTH CARE SCIENCES & SERVICES</TD></TR></TABLE>",-0.958900,27.783864,88.010000,1
4796,river res a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>RIVER RESEARCH AND APPLICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL SCIENCES<BR>WATER RESOURCES</TD></TR></TABLE>",-36.621846,-30.859287,39.862000,14
4797,twin res,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>TWIN RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>GENETICS & HEREDITY<BR>OBSTETRICS & GYNECOLOGY<BR>REPRODUCTIVE BIOLOGY</TD></TR></TABLE>",16.587990,27.123339,32.326000,1
4798,wirel com m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>WIRELESS COMMUNICATIONS & MOBILE COMPUTING</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, INFORMATION SYSTEMS<BR>ENGINEERING, ELECTRICAL & ELECTRONIC<BR>TELECOMMUNICATIONS</TD></TR></TABLE>",26.461526,-7.327920,35.920000,9
4799,act acust a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ACTA ACUSTICA UNITED WITH ACUSTICA</TD></TR><TR><TD>Subject category:</TD><TD>ACOUSTICS</TD></TR></TABLE>",19.992749,-4.984549,42.616000,8
4800,ann r pl bi,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF PLANT BIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-27.515649,-15.123749,83.537000,11
4801,atmos ch ph,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ATMOSPHERIC CHEMISTRY AND PHYSICS</TD></TR><TR><TD>Subject category:</TD><TD>METEOROLOGY & ATMOSPHERIC SCIENCES</TD></TR></TABLE>",-21.151330,-35.338222,161.470000,9
4802,biomed micr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BIOMEDICAL MICRODEVICES</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, BIOMEDICAL<BR>NANOSCIENCE & NANOTECHNOLOGY</TD></TR></TABLE>",12.977290,-25.160066,29.803000,13
4803,bjog,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>OBSTETRICS & GYNECOLOGY</TD></TR></TABLE>",-15.183079,31.448495,205.610000,12
4804,catal commu,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CATALYSIS COMMUNICATIONS</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, PHYSICAL</TD></TR></TABLE>",-2.744067,-23.860816,95.258000,13
4805,conserv gen,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CONSERVATION GENETICS</TD></TR><TR><TD>Subject category:</TD><TD>BIODIVERSITY CONSERVATION<BR>GENETICS & HEREDITY</TD></TR></TABLE>",-37.075933,-22.710207,45.362000,14
4806,cur opin ph,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT OPINION IN PHARMACOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PHARMACOLOGY & PHARMACY</TD></TR></TABLE>",-14.138903,4.886846,81.319000,15
4807,divers dist,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DIVERSITY AND DISTRIBUTIONS</TD></TR><TR><TD>Subject category:</TD><TD>BIODIVERSITY CONSERVATION<BR>ECOLOGY</TD></TR></TABLE>",-35.843147,-24.693278,45.709000,14
4808,eurasip j a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EURASIP JOURNAL ON APPLIED SIGNAL PROCESSING</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, ELECTRICAL & ELECTRONIC</TD></TR></TABLE>",22.490022,-6.423851,62.947000,9
4809,ind corp ch,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>INDUSTRIAL AND CORPORATE CHANGE</TD></TR><TR><TD>Subject category:</TD><TD>BUSINESS<BR>ECONOMICS<BR>MANAGEMENT</TD></TR></TABLE>",40.832562,14.100395,36.113000,3
4810,int j audio,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>INTERNATIONAL JOURNAL OF AUDIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>OTORHINOLARYNGOLOGY</TD></TR></TABLE>",-23.348347,46.232594,48.335000,7
4811,j enzym i m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>CHEMISTRY, MEDICINAL</TD></TR></TABLE>",-12.241880,2.335396,39.662000,2
4812,j med lib a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION</TD></TR><TR><TD>Subject category:</TD><TD>INFORMATION SCIENCE & LIBRARY SCIENCE</TD></TR></TABLE>",-0.754079,26.828016,43.650000,1
4813,lancet neur,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>LANCET NEUROLOGY</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY</TD></TR></TABLE>",3.706075,37.033704,144.890000,4
4814,mol plant p,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>MOLECULAR PLANT PATHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-30.616660,-12.029535,35.972000,11
4815,perspec sex,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH</TD></TR><TR><TD>Subject category:</TD><TD>DEMOGRAPHY<BR>FAMILY STUDIES</TD></TR></TABLE>",2.148512,22.893658,34.831000,1
4816,photoch p s,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>BIOPHYSICS<BR>CHEMISTRY, PHYSICAL</TD></TR></TABLE>",-7.791561,-7.269935,85.729000,6
4817,quant inf c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>QUANTUM INFORMATION & COMPUTATION</TD></TR><TR><TD>Subject category:</TD><TD>COMPUTER SCIENCE, THEORY & METHODS<BR>PHYSICS, MATHEMATICAL<BR>PHYSICS, PARTICLES & FIELDS</TD></TR></TABLE>",19.884310,-38.213055,33.350000,8
4818,respir ph n,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PHYSIOLOGY<BR>RESPIRATORY SYSTEM</TD></TR></TABLE>",-10.385847,12.501521,69.834000,10
4819,value healt,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>VALUE IN HEALTH</TD></TR><TR><TD>Subject category:</TD><TD>HEALTH CARE SCIENCES & SERVICES<BR>HEALTH POLICY & SERVICES</TD></TR></TABLE>",-2.364828,28.048902,29.402000,1
4820,ageing res,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AGEING RESEARCH REVIEWS</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>GERIATRICS & GERONTOLOGY</TD></TR></TABLE>",-17.163121,6.500107,30.901000,4
4821,am mus novi,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN MUSEUM NOVITATES</TD></TR><TR><TD>Subject category:</TD><TD>BIODIVERSITY CONSERVATION<BR>ZOOLOGY</TD></TR></TABLE>",-39.693167,-19.487801,39.814000,14
4822,bba-prot pr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>BIOPHYSICS</TD></TR></TABLE>",-16.582840,1.426759,103.010000,11
4823,bmc cancer,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BMC CANCER</TD></TR><TR><TD>Subject category:</TD><TD>ONCOLOGY</TD></TR></TABLE>",-19.189276,8.426240,73.886000,15
4824,bmc genet,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BMC GENETICS</TD></TR><TR><TD>Subject category:</TD><TD>GENETICS & HEREDITY</TD></TR></TABLE>",-18.827091,4.107534,32.820000,11
4825,bmc health,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BMC HEALTH SERVICES RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>HEALTH CARE SCIENCES & SERVICES</TD></TR></TABLE>",-0.761577,27.654672,44.485000,1
4826,bmc public,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>BMC PUBLIC HEALTH</TD></TR><TR><TD>Subject category:</TD><TD>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",-0.682211,25.786286,79.066000,1
4827,cancer cell,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CANCER CELL</TD></TR><TR><TD>Subject category:</TD><TD>ONCOLOGY</TD></TR></TABLE>",-19.898600,7.257729,255.000000,15
4828,curr appl p,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT APPLIED PHYSICS</TD></TR><TR><TD>Subject category:</TD><TD>MATERIALS SCIENCE, MULTIDISCIPLINARY<BR>PHYSICS, APPLIED</TD></TR></TABLE>",10.275976,-29.669965,52.623000,5
4829,cur opin pu,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CURRENT OPINION IN PULMONARY MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>RESPIRATORY SYSTEM</TD></TR></TABLE>",-11.413614,25.920188,40.184000,12
4830,cytog g res,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>CYTOGENETIC AND GENOME RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>CELL BIOLOGY<BR>GENETICS & HEREDITY</TD></TR></TABLE>",-20.361630,3.290798,98.798000,11
4831,dna repair,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>DNA REPAIR</TD></TR><TR><TD>Subject category:</TD><TD>GENETICS & HEREDITY<BR>TOXICOLOGY</TD></TR></TABLE>",-19.253108,6.030097,76.718000,15
4832,eukaryot c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>EUKARYOTIC CELL</TD></TR><TR><TD>Subject category:</TD><TD>MICROBIOLOGY</TD></TR></TABLE>",-22.679562,-3.275060,97.991000,11
4833,fems yeast,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>FEMS YEAST RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>BIOTECHNOLOGY & APPLIED MICROBIOLOGY<BR>MICROBIOLOGY<BR>MYCOLOGY</TD></TR></TABLE>",-22.436465,-4.665438,59.578000,11
4834,integr co b,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>INTEGRATIVE AND COMPARATIVE BIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ZOOLOGY</TD></TR></TABLE>",-38.744223,-22.400821,69.183000,14
4835,jaids,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES</TD></TR><TR><TD>Subject category:</TD><TD>IMMUNOLOGY<BR>INFECTIOUS DISEASES</TD></TR></TABLE>",0.901052,23.549190,233.590000,12
4836,jognn,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING</TD></TR><TR><TD>Subject category:</TD><TD>NURSING<BR>OBSTETRICS & GYNECOLOGY</TD></TR></TABLE>",4.315143,29.689358,37.779000,1
4837,j photo s t,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>POLYMER SCIENCE</TD></TR></TABLE>",11.442148,-28.588753,45.780000,13
4838,j proteome,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF PROTEOME RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMICAL RESEARCH METHODS</TD></TR></TABLE>",-16.480180,2.905194,162.130000,11
4839,j repr dev,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF REPRODUCTION AND DEVELOPMENT</TD></TR><TR><TD>Subject category:</TD><TD>AGRICULTURE, DAIRY & ANIMAL SCIENCE<BR>REPRODUCTIVE BIOLOGY</TD></TR></TABLE>",-16.248612,13.732456,32.316000,15
4840,j aust ma s,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",48.737604,-21.815818,32.591000,8
